ID,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,LAST,OUTPUT
684,1,1,0,1,1,0,1,0,1,1,1,1
685,0,1,0,0,1,1,1,1,1,0,1,1
686,0,0,0,1,1,0,1,1,0,0,1,0
687,0,0,0,1,0,0,1,1,1,0,1,0
688,0,0,1,1,1,1,1,1,0,0,1,1
689,0,1,1,0,0,0,0,1,1,0,1,0
690,1,0,0,0,0,0,1,0,0,1,1,0
691,1,1,1,0,0,0,1,0,1,0,1,1
692,0,1,1,1,0,1,1,0,0,1,1,1
693,0,0,0,1,0,0,0,1,1,1,1,0
694,1,0,1,1,1,0,0,1,1,0,1,1
695,0,0,1,0,1,0,1,0,0,0,1,0
696,1,1,0,1,1,1,1,1,1,0,1,1
697,1,0,0,0,1,0,1,1,0,0,1,0
698,0,0,0,0,1,1,1,1,0,1,1,1
699,0,0,1,1,0,1,0,0,0,0,1,0
700,0,0,1,1,1,0,0,1,1,1,1,1
701,0,0,0,0,0,1,1,0,0,1,1,0
702,1,1,0,1,1,1,1,0,1,0,1,1
703,0,0,0,1,0,0,1,0,1,0,1,0
704,0,0,1,1,0,0,0,0,0,0,1,0
705,0,0,1,0,0,0,0,1,1,1,1,0
706,1,0,1,0,0,0,1,1,1,1,1,1
707,0,0,0,1,0,0,1,0,1,1,1,0
708,1,0,0,1,1,1,0,1,0,0,1,1
709,0,1,1,1,0,0,0,1,0,1,1,1
710,1,1,1,0,1,0,0,1,1,1,1,1
711,1,1,1,0,1,1,0,0,0,0,1,1
712,1,1,1,1,1,0,0,0,0,1,1,1
713,1,0,1,1,0,1,0,1,1,0,1,1
714,0,1,1,1,0,1,0,0,0,1,1,1
715,1,0,0,1,1,1,1,1,1,0,1,1
716,1,1,0,0,1,0,0,0,1,0,1,0
717,1,1,1,0,1,1,0,1,0,0,1,1
718,1,1,0,0,0,1,0,1,1,1,1,1
719,1,1,0,1,1,0,1,0,0,1,1,1
720,1,1,1,1,0,1,1,0,1,1,1,1
721,0,1,1,0,0,1,1,1,1,1,1,1
722,0,0,1,1,1,0,0,0,1,0,1,0
723,0,0,0,1,0,0,0,1,0,1,1,0
724,0,1,0,0,0,0,0,1,1,1,1,0
725,1,0,0,0,0,0,1,0,0,0,1,0
726,0,1,1,1,0,0,1,0,1,0,1,1
727,1,0,0,1,0,1,1,0,1,0,1,1
728,1,1,1,1,1,1,0,1,0,1,1,1
729,1,1,1,1,1,0,1,0,1,1,1,1
730,1,0,1,1,1,1,0,1,1,1,1,1
731,0,0,1,0,1,0,0,0,1,1,1,0
732,1,1,1,1,0,1,0,1,1,0,1,1
733,0,1,1,1,1,0,1,0,1,0,1,1
734,0,0,0,0,0,0,0,0,0,0,1,0
735,1,1,0,0,1,1,1,1,1,1,1,1
736,0,0,1,0,1,0,0,1,0,0,1,0
737,1,1,0,0,1,1,0,0,0,0,1,0
738,0,0,0,0,0,0,1,0,1,0,1,0
739,0,0,0,0,0,1,1,1,1,1,1,1
740,1,1,1,1,1,1,0,1,1,1,1,1
741,1,1,1,0,1,1,1,1,1,0,1,1
742,1,1,1,0,1,1,0,0,1,0,1,1
743,0,1,0,1,1,0,0,0,1,1,1,1
744,1,0,0,1,1,0,0,0,1,0,1,0
745,0,1,1,0,0,1,1,0,0,0,1,0
746,1,1,0,1,1,0,1,1,1,0,1,1
747,1,0,1,0,0,0,1,1,0,0,1,0
748,0,1,1,1,1,1,0,1,0,0,1,1
749,0,0,1,0,1,1,0,0,0,0,1,0
750,1,0,0,0,1,0,0,1,0,1,1,0
751,0,0,1,0,1,0,0,1,1,0,1,0
752,0,0,0,1,0,1,0,0,1,1,1,0
753,0,0,0,0,1,1,1,0,0,1,1,0
754,0,0,0,0,0,0,1,0,0,1,1,0
755,0,0,1,0,0,0,1,0,1,1,1,0
756,1,1,0,1,0,1,0,1,0,0,1,1
757,0,1,0,1,0,0,1,1,0,1,1,1
758,1,0,0,0,1,1,1,1,0,1,1,1
759,1,1,1,1,1,0,0,1,0,0,1,1
760,0,0,1,0,0,0,1,0,1,0,1,0
761,0,0,1,0,0,1,1,0,0,1,1,0
762,1,0,1,0,0,1,1,0,1,0,1,1
763,1,0,0,0,0,1,0,1,0,1,1,0
764,1,0,1,1,1,0,0,0,1,1,1,1
765,0,1,0,0,0,1,1,1,1,1,1,1
766,1,1,0,1,1,1,0,1,0,1,1,1
767,0,1,1,0,1,0,0,1,1,1,1,1
768,0,1,0,0,0,1,1,1,1,0,1,1
769,1,1,1,1,0,0,0,0,0,1,1,1
770,0,1,0,1,1,1,1,1,1,0,1,1
771,0,1,1,0,0,0,1,1,1,0,1,1
772,0,0,0,0,0,1,1,0,0,0,1,0
773,1,0,0,0,1,1,0,0,1,0,1,0
774,1,0,1,1,0,1,1,1,1,1,1,1
775,0,0,0,1,1,1,0,0,0,1,1,0
776,0,1,1,0,1,1,0,0,1,0,1,1
777,0,1,0,0,0,0,1,1,1,1,1,1
778,0,0,1,0,0,1,0,0,1,0,1,0
779,0,0,0,1,0,1,0,1,1,1,1,1
780,0,1,1,0,0,0,0,0,0,1,1,0
781,0,0,1,0,0,1,1,0,1,1,1,1
782,1,0,0,0,1,1,1,0,1,1,1,1
783,1,1,0,1,1,1,1,0,0,0,1,1
784,1,0,0,0,1,1,1,0,0,0,1,0
785,0,0,0,0,1,1,1,1,1,1,1,1
786,1,1,1,1,0,1,1,0,1,0,1,1
787,1,0,0,1,1,0,1,1,1,0,1,1
788,1,0,1,1,0,1,0,1,0,1,1,1
789,0,0,1,1,1,0,1,1,0,0,1,1
790,0,1,1,1,0,1,1,1,1,0,1,1
791,1,1,0,1,1,1,0,0,0,1,1,1
792,0,0,0,1,1,0,1,0,1,0,1,0
793,0,1,0,0,1,1,1,1,0,1,1,1
794,1,1,0,1,0,0,0,0,1,1,1,1
795,1,0,1,1,1,1,1,1,0,0,1,1
796,1,0,1,1,1,1,1,0,0,1,1,1
797,1,1,1,0,1,1,1,0,0,0,1,1
798,0,1,1,1,0,0,0,1,1,1,1,1
799,1,1,1,0,0,1,1,1,1,1,1,1
800,1,1,0,1,0,1,0,1,0,1,1,1
801,1,1,0,0,1,1,1,0,0,1,1,1
802,0,0,0,0,1,0,0,0,0,0,1,0
803,0,1,1,0,1,0,1,0,0,1,1,1
804,1,1,1,1,1,0,0,0,1,0,1,1
805,1,1,1,0,0,0,0,0,0,1,1,0
806,0,0,1,0,1,0,1,0,1,1,1,1
807,1,1,0,0,1,1,0,0,1,1,1,1
808,1,0,0,1,1,1,0,0,0,0,1,0
809,1,0,1,0,1,0,1,1,1,1,1,1
810,1,0,0,0,0,1,0,0,0,1,1,0
811,0,0,0,1,1,0,1,0,0,1,1,0
812,0,1,0,0,1,1,0,0,0,0,1,0
813,1,1,1,1,1,0,1,1,1,0,1,1
814,1,0,1,1,1,0,0,0,0,1,1,1
815,1,0,0,1,1,0,0,0,0,0,1,0
816,0,0,0,1,0,1,1,1,1,1,1,1
817,1,0,1,0,1,0,0,0,1,1,1,1
818,1,0,0,1,1,0,1,0,1,1,1,1
819,1,1,1,1,1,1,1,0,1,0,1,1
820,1,1,1,1,1,1,1,1,0,0,1,1
821,1,0,1,0,0,0,0,1,1,0,1,0
822,0,1,0,0,0,1,0,0,0,0,1,0
823,1,0,1,0,0,0,0,0,1,1,1,0
824,0,0,1,0,1,1,1,1,0,0,1,1
825,0,1,1,0,1,0,0,0,0,1,1,0
826,1,0,1,0,0,1,0,1,1,0,1,1
827,1,0,0,1,1,0,0,1,0,1,1,1
828,1,0,0,1,0,1,0,0,0,1,1,0
829,0,1,0,0,1,0,0,1,0,0,1,0
830,1,1,1,0,0,1,0,1,1,1,1,1
831,1,0,1,1,1,0,0,1,1,1,1,1
832,1,0,0,1,0,0,1,0,0,0,1,0
833,1,1,1,1,0,1,1,1,1,0,1,1
834,0,1,0,1,1,0,0,0,0,0,1,0
835,1,0,1,1,0,1,1,0,0,0,1,1
836,0,1,0,1,0,1,0,0,1,1,1,1
837,1,1,1,1,1,1,0,1,1,0,1,1
838,0,0,0,0,1,1,1,1,0,0,1,0
839,1,1,0,0,1,1,1,1,1,0,1,1
840,0,1,0,1,1,0,1,0,1,1,1,1
841,1,1,0,1,0,1,0,0,1,1,1,1
842,1,1,0,0,0,1,0,1,0,0,1,0
843,1,1,0,0,1,0,1,0,1,0,1,1
844,1,1,0,1,0,1,1,1,1,1,1,1
845,1,1,1,1,1,1,0,0,0,0,1,1
846,0,1,1,1,1,1,0,1,0,1,1,1
847,0,1,0,0,0,1,0,1,0,0,1,0
848,1,0,0,1,0,1,1,0,0,1,1,1
849,0,0,0,0,1,0,1,1,0,0,1,0
850,1,0,1,0,0,0,1,0,1,0,1,0
851,0,0,0,1,1,1,0,0,1,0,1,0
852,0,0,1,0,0,0,1,0,0,1,1,0
853,0,0,0,1,1,0,0,1,1,0,1,0
854,1,0,0,1,1,1,1,1,1,1,1,1
855,1,1,0,1,1,0,1,0,1,0,1,1
856,0,1,0,0,0,1,0,0,0,1,1,0
857,0,1,1,1,0,1,0,0,1,1,1,1
858,0,1,1,1,1,1,1,0,1,1,1,1
859,1,0,1,1,1,0,0,0,1,0,1,1
860,0,1,0,0,1,0,0,0,1,1,1,0
861,1,1,1,1,0,0,0,1,1,0,1,1
862,1,0,1,1,0,0,1,0,0,0,1,0
863,0,1,0,1,1,1,0,1,0,1,1,1
864,1,0,0,1,1,1,1,0,0,0,1,1
865,0,1,1,0,1,0,1,1,0,0,1,1
866,1,1,0,1,1,0,1,0,0,0,1,1
867,1,1,0,0,0,0,1,0,1,0,1,0
868,0,1,0,0,1,0,0,1,0,1,1,0
869,1,1,1,1,1,1,1,1,1,0,1,1
870,0,1,0,1,1,1,0,1,0,0,1,1
871,0,0,1,1,1,0,0,1,0,0,1,0
872,0,1,1,0,0,0,0,1,0,0,1,0
873,1,0,1,1,0,0,0,0,1,0,1,0
874,1,0,1,0,0,0,1,0,0,0,1,0
875,1,1,1,1,1,1,0,0,1,0,1,1
876,1,1,0,0,1,0,0,1,1,1,1,1
877,0,1,1,1,1,0,1,1,1,1,1,1
878,0,0,0,1,1,1,1,0,1,0,1,1
879,1,0,1,1,1,1,0,0,1,1,1,1
880,1,0,0,0,0,1,0,1,1,1,1,1
881,0,0,1,0,1,1,0,1,0,0,1,0
882,0,1,0,0,1,1,1,0,1,1,1,1
883,0,1,1,0,1,1,0,1,1,0,1,1
884,1,0,0,1,0,1,0,1,0,1,1,1
885,0,0,0,0,1,1,1,0,1,1,1,1
886,0,0,0,1,0,0,0,0,1,1,1,0
887,0,0,0,1,0,1,0,1,0,0,1,0
888,1,1,1,1,1,1,1,0,0,0,1,1
889,1,1,1,0,1,1,1,1,0,0,1,1
890,1,1,0,1,0,0,0,1,0,0,1,0
891,1,0,1,1,0,0,1,1,0,1,1,1
892,0,1,0,0,1,0,0,0,0,1,1,0
893,1,0,0,1,1,0,0,1,1,0,1,1
894,1,1,0,0,0,0,0,0,0,0,1,0
895,1,1,0,0,1,1,0,1,1,1,1,1
896,1,1,0,0,1,0,1,0,0,0,1,0
897,0,1,0,1,0,0,0,1,0,0,1,0
898,0,0,1,1,0,1,1,0,1,1,1,1
899,1,1,0,0,0,0,0,0,1,1,1,0
900,0,1,1,1,1,1,0,0,0,1,1,1
901,0,1,0,0,1,0,0,1,1,0,1,0
902,0,0,1,0,0,0,0,0,0,0,1,0
903,0,0,0,1,0,1,1,0,1,0,1,0
904,0,1,1,1,0,0,0,0,0,1,1,0
905,1,0,1,0,0,1,1,0,0,1,1,1
906,1,0,0,0,0,1,1,0,0,1,1,0
907,1,1,0,1,0,1,1,0,1,0,1,1
908,0,1,0,1,1,1,0,0,0,0,1,0
909,0,1,1,1,1,0,1,1,1,0,1,1
910,0,0,1,1,0,0,0,0,0,1,1,0
911,0,0,1,0,1,1,1,0,1,0,1,1
912,1,1,0,0,1,0,0,0,1,1,1,1
913,1,0,0,0,0,0,0,0,1,1,1,0
914,1,0,1,1,0,0,1,0,1,0,1,1
915,0,0,0,1,0,1,1,0,0,0,1,0
916,1,1,1,0,0,1,1,1,0,1,1,1
917,1,0,0,0,0,0,0,0,1,0,1,0
918,1,0,1,0,1,0,1,1,0,1,1,1
919,0,0,1,0,1,1,0,1,1,0,1,1
920,0,0,0,1,1,1,0,1,0,1,1,1
921,1,1,0,0,0,0,0,1,0,0,1,0
922,0,0,1,0,0,1,1,1,1,0,1,1
923,1,1,0,1,0,0,1,1,0,1,1,1
924,0,1,1,0,1,0,1,0,0,0,1,0
925,0,1,0,1,1,0,0,0,1,0,1,0
926,1,0,1,1,0,1,0,0,0,0,1,0
927,0,0,0,1,1,0,1,1,1,0,1,1
928,0,1,0,0,0,1,1,0,0,1,1,0
929,0,1,0,0,1,1,1,0,1,0,1,1
930,0,0,1,1,0,0,1,1,1,0,1,1
931,1,1,1,1,1,0,1,0,0,0,1,1
932,1,1,1,0,0,1,0,1,0,0,1,1
933,1,1,1,0,1,0,0,0,0,1,1,1
934,0,0,1,0,0,0,0,1,1,0,1,0
935,0,0,0,0,0,0,1,1,1,0,1,0
936,1,0,0,1,0,1,1,0,0,0,1,0
937,0,0,1,0,0,0,1,0,0,0,1,0
938,1,0,1,0,1,0,1,1,0,0,1,1
939,0,0,1,1,0,1,0,1,1,0,1,1
940,0,1,0,0,0,1,1,1,0,0,1,0
941,0,0,1,1,0,1,1,0,0,0,1,0
942,1,1,1,0,0,0,1,1,0,0,1,1
943,0,1,0,0,1,1,0,1,0,1,1,1
944,1,0,1,0,0,1,1,0,0,0,1,0
945,0,1,1,1,1,0,0,1,0,0,1,1
946,0,0,1,1,0,0,1,0,0,1,1,0
947,1,1,1,1,1,0,1,1,0,1,1,1
948,0,1,0,0,0,1,0,0,1,0,1,0
949,1,0,0,1,0,0,1,1,1,1,1,1
950,0,1,0,1,0,1,0,0,1,0,1,0
951,0,1,0,1,1,1,1,0,0,1,1,1
952,0,0,0,0,1,1,0,1,1,0,1,0
953,1,1,1,0,0,1,1,0,1,0,1,1
954,0,0,1,1,1,1,0,1,1,1,1,1
955,0,0,0,0,0,0,1,0,0,0,1,0
956,1,1,0,1,1,1,0,1,1,0,1,1
957,0,1,1,1,1,1,0,1,1,0,1,1
958,0,1,0,0,1,1,0,1,1,1,1,1
959,0,1,0,1,1,0,1,0,0,0,1,0
960,1,0,1,0,1,1,1,0,0,0,1,1
961,1,1,0,1,0,1,0,0,1,0,1,1
962,1,1,0,0,1,1,1,1,0,1,1,1
963,1,1,1,0,1,1,1,0,1,0,1,1
964,0,1,0,1,0,1,0,1,1,1,1,1
965,0,0,1,0,1,1,0,1,1,1,1,1
966,0,0,0,1,1,1,0,1,1,0,1,1
967,0,1,0,0,0,1,0,1,1,1,1,1
968,1,1,0,0,1,0,0,1,0,0,1,0
969,1,1,0,1,1,0,1,1,1,1,1,1
970,0,0,1,0,1,0,0,0,0,0,1,0
971,0,1,0,0,1,0,0,1,1,1,1,1
972,0,0,0,1,0,0,0,0,0,1,1,0
973,1,0,0,1,0,0,1,1,0,1,1,1
974,1,0,0,1,0,1,1,1,0,0,1,1
975,0,1,1,1,0,1,0,1,1,1,1,1
976,0,1,0,1,0,1,1,1,1,1,1,1
977,0,0,1,1,0,1,1,0,1,0,1,1
978,0,1,0,1,1,1,1,0,1,0,1,1
979,1,1,0,0,1,0,1,0,0,1,1,1
980,0,1,0,0,0,0,0,1,1,0,1,0
981,1,1,0,1,1,1,0,0,0,0,1,1
982,0,1,1,1,0,0,0,0,1,0,1,0
983,1,1,1,0,1,1,1,0,1,1,1,1
984,1,0,0,0,0,1,1,0,1,0,1,0
985,1,1,0,0,1,1,0,0,0,1,1,1
986,1,1,0,0,1,0,0,1,1,0,1,1
987,0,1,0,1,1,0,0,1,0,0,1,0
988,0,1,1,0,0,0,1,1,0,0,1,0
989,1,0,0,0,1,1,0,0,1,1,1,1
990,0,0,0,0,0,1,0,0,0,1,1,0
991,1,0,1,0,1,1,1,1,1,1,1,1
992,1,1,1,0,1,1,0,0,0,1,1,1
993,0,1,1,0,1,0,1,1,1,1,1,1
994,0,0,1,1,0,1,0,1,1,1,1,1
995,1,1,0,1,0,0,1,1,1,1,1,1
996,1,1,1,1,0,0,1,1,0,1,1,1
997,0,0,1,1,0,1,0,0,0,1,1,0
998,0,1,1,1,0,0,0,0,1,1,1,1
999,1,1,0,1,0,1,1,0,1,1,1,1
1000,1,0,1,0,0,0,0,1,1,1,1,1
1001,1,1,1,0,1,0,1,0,0,0,1,1
1002,1,1,0,0,0,0,1,1,1,0,1,1
1003,1,0,0,0,0,0,1,1,0,1,1,0
1004,1,0,1,0,1,1,1,0,0,1,1,1
1005,1,1,1,0,1,1,1,1,1,1,1,1
1006,0,0,0,1,1,0,1,0,0,0,1,0
1007,0,0,1,0,0,1,0,0,0,0,1,0
1008,0,1,1,1,0,1,1,1,0,1,1,1
1009,1,1,0,0,0,0,0,1,1,1,1,1
1010,1,0,1,1,0,0,1,0,1,1,1,1
1011,0,0,1,0,0,0,1,1,1,1,1,1
1012,1,1,1,1,1,0,0,1,0,1,1,1
1013,1,1,1,1,1,0,1,1,0,0,1,1
1014,1,1,1,1,0,0,1,1,0,0,1,1
1015,0,1,1,0,0,1,0,1,1,1,1,1
1016,0,1,1,1,1,0,1,0,0,0,1,1
1017,0,1,1,0,1,1,1,1,0,0,1,1
1018,0,0,0,0,1,0,1,1,0,1,1,0
1019,0,0,0,1,1,1,1,1,1,0,1,1
1020,1,1,1,1,0,1,1,1,0,1,1,1
1021,0,1,0,0,0,0,0,0,0,0,1,0
1022,1,1,0,0,1,0,1,0,1,1,1,1
1023,1,0,1,1,0,0,1,1,1,1,1,1
1024,0,0,0,1,0,0,1,0,0,1,1,0